Participant,Time,Polar_HR,HRMDUAL_HR,Vivo_HR,Polar_RR,HRMDUAL_RR,Vivo_RR
P1,15:12:22,136,134,133,441,3083,448
P1,15:12:23,136,135,134,439,2198,445
P1,15:12:24,136,134,134,440,1314,448
P1,15:12:25,136,134,135,435,1304,448
P1,15:12:26,137,135,135,435,864,446
P1,15:12:27,138,137,137,435,858,438
P1,15:12:28,138,172,137,426,1076,348
P1,15:12:29,139,135,137,432,1293,446
P1,15:12:30,139,139,137,431,2159,433
P1,15:12:31,139,142,137,432,1726,424
P1,15:12:32,139,141,137,430,1292,426
P1,15:12:33,139,147,137,434,1294,408
P1,15:12:34,139,136,137,431,1731,442
P1,15:12:35,139,141,137,430,1950,425
P1,15:12:36,139,146,137,435,2168,412
P1,15:12:37,139,144,137,429,1306,418
P1,15:12:38,138,139,137,434,870,432
P1,15:12:39,138,139,137,433,872,433
P1,15:12:40,138,138,137,435,871,435
P1,15:12:41,138,138,137,437,870,434
P1,15:12:42,138,137,137,435,1292,437
P1,15:12:43,138,138,137,432,433,435
P1,15:12:44,138,132,138,434,431,454
P1,15:12:45,138,138,138,429,1069,436
P1,15:12:46,139,141,139,430,1708,427
P1,15:12:47,140,139,139,426,425,433
P1,15:12:48,140,143,139,426,430,421
P1,15:12:49,140,137,139,430,1305,438
P1,15:12:50,139,142,138,435,1309,424
P1,15:12:51,139,143,137,438,1312,420
P1,15:12:52,138,143,137,438,1312,419
P1,15:12:53,137,146,137,443,437,411
P1,15:12:54,137,142,137,433,1288,422
P1,15:12:55,138,141,138,437,843,426
P1,15:12:56,139,135,139,424,1266,444
P1,15:12:57,140,132,140,422,1688,453
P1,15:12:58,141,138,140,417,843,434
P1,15:12:59,141,139,140,421,634,433
P1,15:13:00,142,139,141,420,424,433
P1,15:13:01,142,142,141,423,1281,423
P1,15:13:02,142,141,140,424,856,427
P1,15:13:03,141,141,140,427,859,426
P1,15:13:04,141,143,139,429,1293,421
P1,15:13:05,140,143,139,429,1728,421
P1,15:13:06,139,144,139,429,2149,416
P1,15:13:07,139,140,139,435,2360,430
P1,15:13:08,139,132,139,430,2571,453
P1,15:13:09,139,140,139,428,2141,429
P1,15:13:10,140,141,139,431,1710,426
P1,15:13:11,140,140,139,425,1304,428
P1,15:13:12,140,143,138,433,437,421
P1,15:13:13,139,138,138,437,1092,436
P1,15:13:14,138,137,138,442,1747,439
P1,15:13:15,138,136,138,434,1290,440
P1,15:13:16,138,137,139,433,428,437
P1,15:13:17,138,135,139,434,430,443
P1,15:13:18,139,137,138,432,429,437
P1,15:13:19,139,138,138,433,434,434
P1,15:13:20,139,138,138,435,438,436
P1,15:13:21,138,137,137,433,1321,437
P1,15:13:22,137,138,137,446,1530,436
P1,15:13:23,137,139,137,440,1740,432
P1,15:13:24,137,138,138,438,857,435
P1,15:13:25,138,138,139,431,848,435
P1,15:13:26,139,141,139,423,1918,427
P1,15:13:27,140,141,139,429,2454,425
P1,15:13:28,140,139,139,424,2721,433
P1,15:13:29,140,138,139,428,2989,435
P1,15:13:30,140,140,138,422,1723,429
P1,15:13:31,140,140,138,427,858,428
P1,15:13:32,140,142,139,431,426,423
P1,15:13:33,140,145,139,432,853,413
P1,15:13:34,139,140,139,424,1280,428
P1,15:13:35,140,140,139,427,1272,428
P1,15:13:36,141,142,140,421,423,422
P1,15:13:37,141,145,140,422,1056,414
P1,15:13:38,141,144,140,420,1373,417
P1,15:13:39,141,143,140,421,1689,420
P1,15:13:40,142,134,140,422,427,449
P1,15:13:41,141,146,140,425,434,411
P1,15:13:42,141,141,140,427,429,426
P1,15:13:43,140,136,140,431,856,440
P1,15:13:44,140,140,140,429,426,430
P1,15:13:45,140,148,140,426,1279,406
P1,15:13:46,140,144,139,425,430,418
P1,15:13:47,140,142,139,428,1081,422
P1,15:13:48,140,141,139,432,1732,427
P1,15:13:49,139,141,138,434,443,427
P1,15:13:50,139,143,136,436,464,420
P1,15:13:51,138,143,136,449,1380,419
P1,15:13:52,134,143,136,467,2296,421
P1,15:13:53,133,143,136,454,445,421
P1,15:13:54,133,143,135,450,449,419
P1,15:13:55,133,147,134,443,474,407
P1,15:13:56,133,144,132,451,482,416
P1,15:13:57,133,140,131,454,475,429
P1,15:13:58,128,136,130,475,477,440
P1,15:13:59,127,144,129,480,471,417
P1,15:14:00,126,146,128,476,923,412
P1,15:14:01,127,141,129,467,461,427
P1,15:14:02,128,143,129,464,950,419
P1,15:14:03,129,148,128,463,478,406
P1,15:14:04,128,146,127,480,482,410
P1,15:14:05,127,140,127,475,1000,429
P1,15:14:06,126,142,125,499,496,423
P1,15:14:07,124,148,125,495,759,406
P1,15:14:08,122,135,125,510,1022,446
P1,15:14:09,120,120,123,516,485,501
P1,15:14:10,120,128,124,495,467,467
P1,15:14:11,121,131,124,476,481,458
P1,15:14:12,124,133,124,469,1766,450
P1,15:14:13,125,132,124,576,561,455
P1,15:14:14,125,133,124,578,609,450
P1,15:14:15,125,130,124,559,729,462
P1,15:14:16,124,127,124,610,848,473
P1,15:14:17,123,127,124,847,567,473
P1,15:14:18,122,128,124,573,565,470
P1,15:14:19,122,126,124,563,531,476
P1,15:14:20,118,126,124,564,552,476
P1,15:14:21,115,132,122,532,562,456
P1,15:14:22,113,119,122,569,545,506
P1,15:14:23,111,109,122,548,617,552
P1,15:14:24,110,100,120,546,583,603
P1,15:14:25,107,110,117,614,556,547
P1,15:14:26,105,115,114,617,565,520
P1,15:14:27,106,142,113,567,541,423
P1,15:14:28,106,116,112,554,569,519
P1,15:14:29,107,113,112,541,1208,530
P1,15:14:30,106,112,111,611,571,535
P1,15:14:31,105,115,111,569,602,522
P1,15:14:32,104,128,110,568,575,470
P1,15:14:33,103,115,110,602,557,520
P1,15:14:34,104,113,109,560,1142,530
P1,15:14:35,104,120,109,560,849,501
P1,15:14:36,105,113,108,573,556,531
P1,15:14:37,105,112,107,554,1163,536
P1,15:14:38,106,110,107,594,556,546
P1,15:14:39,105,112,107,575,554,536
P1,15:14:40,105,111,107,554,1130,541
P1,15:14:41,105,110,106,551,1706,547
P1,15:14:42,106,112,107,555,541,537
P1,15:14:43,107,113,106,544,600,531
P1,15:14:44,107,111,106,569,580,539
P1,15:14:45,107,105,105,600,687,572
P1,15:14:46,106,100,105,577,589,598
P1,15:14:47,106,105,104,578,579,578
P1,15:14:48,100,114,105,587,560,528
P1,15:14:49,101,108,106,580,539,557
P1,15:14:50,102,109,106,547,954,552
P1,15:14:51,103,109,106,539,633,552
P1,15:14:52,106,109,105,577,587,552
P1,15:14:53,108,109,104,631,583,549
P1,15:14:54,106,110,105,595,554,546
P1,15:14:55,105,109,105,577,554,551
P1,15:14:56,105,108,106,553,564,554
P1,15:14:57,106,103,106,551,555,582
P1,15:14:58,107,107,106,556,552,560
P1,15:14:59,107,107,107,562,527,560
P1,15:15:00,108,108,109,542,521,556
P1,15:15:01,110,109,110,520,531,551
P1,15:15:02,110,110,110,523,529,547
P1,15:15:03,111,109,111,525,540,550
P1,15:15:04,112,111,109,528,552,540
P1,15:15:05,112,113,109,547,548,533
P1,15:15:06,112,115,108,553,577,522
P1,15:15:07,110,112,108,557,560,535
P1,15:15:08,109,107,108,579,554,560
P1,15:15:09,107,107,108,558,548,563
P1,15:15:10,107,107,108,560,545,563
P1,15:15:11,108,105,108,542,1147,573
P1,15:15:12,108,115,108,560,572,520
P1,15:15:13,108,112,106,587,597,534
P1,15:15:14,107,111,105,578,576,540
P1,15:15:15,106,109,105,585,566,546
P1,15:15:16,104,108,105,575,561,553
P1,15:15:17,104,111,106,566,549,541
P1,15:15:18,105,113,106,567,586,532
P1,15:15:19,106,110,106,543,669,543
P1,15:15:20,106,108,105,566,582,554
P1,15:15:21,107,107,103,588,613,559
P1,15:15:22,102,106,103,604,581,568
P1,15:15:23,101,105,103,613,577,570
P1,15:15:24,101,104,103,580,581,578
P1,15:15:25,102,102,104,584,552,590
P1,15:15:26,102,100,104,563,543,602
P1,15:15:27,104,85,106,552,539,702
P1,15:15:28,106,99,106,544,573,606
P1,15:15:29,107,100,106,540,899,599
P1,15:15:30,108,100,105,573,595,601
P1,15:15:31,109,101,105,644,564,596
P1,15:15:32,109,103,105,586,571,583
P1,15:15:33,109,99,105,579,573,606
P1,15:15:34,106,98,104,580,674,613
P1,15:15:35,106,99,104,586,667,609
P1,15:15:36,104,99,103,630,606,607
P1,15:15:37,103,101,102,674,598,597
P1,15:15:38,99,98,102,605,583,614
P1,15:15:39,99,96,102,598,574,623
P1,15:15:40,100,97,103,574,578,619
P1,15:15:41,101,99,103,581,577,607
P1,15:15:42,102,101,102,577,1181,595
P1,15:15:43,102,103,102,598,565,583
P1,15:15:44,102,107,103,578,561,559
P1,15:15:45,102,102,103,562,566,589
P1,15:15:46,104,102,105,573,546,587
P1,15:15:47,105,101,105,553,590,596
P1,15:15:48,106,101,105,549,660,593
P1,15:15:49,106,99,104,591,610,606
P1,15:15:50,101,101,102,666,624,593
P1,15:15:51,100,107,101,606,641,559
P1,15:15:52,100,101,101,606,586,594
P1,15:15:53,98,100,102,602,562,599
P1,15:15:54,99,100,103,577,544,601
P1,15:15:55,101,100,104,562,563,598
P1,15:15:56,102,103,103,547,626,583
P1,15:15:57,104,109,103,544,632,549
P1,15:15:58,103,106,103,625,631,564
P1,15:15:59,101,103,103,632,572,582
P1,15:16:00,100,100,104,592,556,601
P1,15:16:01,100,101,103,572,577,597
P1,15:16:02,102,100,103,558,590,602
P1,15:16:03,103,99,103,591,1122,607
P1,15:16:04,103,97,103,583,1655,618
P1,15:16:05,103,94,104,551,524,638
P1,15:16:06,105,90,107,538,512,663
P1,15:16:07,108,95,108,524,523,629
P1,15:16:08,111,99,108,522,1611,609
P1,15:16:09,111,126,108,537,2699,477
P1,15:16:10,111,101,107,542,635,595
P1,15:16:11,111,100,107,562,628,601
P1,15:16:12,109,99,107,635,608,608
P1,15:16:13,104,97,106,619,583,620
P1,15:16:14,103,95,106,591,564,633
P1,15:16:15,102,103,106,584,1639,584
P1,15:16:16,103,101,107,558,526,595
P1,15:16:17,106,97,109,534,516,616
P1,15:16:18,109,100,109,517,657,599
P1,15:16:19,110,100,109,567,664,600
P1,15:16:20,110,103,109,655,671,580
P1,15:16:21,100,117,109,665,679,514
P1,15:16:22,97,102,109,679,647,588
P1,15:16:23,94,101,109,636,623,596
P1,15:16:24,93,101,109,648,601,594
P1,15:16:25,94,124,109,601,586,483
P1,15:16:26,95,104,108,592,577,579
P1,15:16:27,97,99,108,584,554,606
P1,15:16:28,100,103,108,570,1109,583
P1,15:16:29,102,104,108,550,556,579
P1,15:16:30,104,101,108,559,557,594
P1,15:16:31,104,99,108,557,552,608
P1,15:16:32,105,98,108,555,560,614
P1,15:16:33,107,97,107,550,574,617
P1,15:16:34,107,96,106,581,1169,625
P1,15:16:35,106,89,106,572,1765,677
P1,15:16:36,106,94,106,585,573,641
P1,15:16:37,104,96,106,585,1151,624
P1,15:16:38,104,94,105,575,1729,640
P1,15:16:39,104,93,105,575,590,644
P1,15:16:40,104,101,105,574,1250,594
P1,15:16:41,104,93,104,602,605,645
P1,15:16:42,104,86,103,612,1225,696
P1,15:16:43,100,98,102,606,590,614
P1,15:16:44,100,98,102,606,581,613
P1,15:16:45,100,105,102,587,617,573
P1,15:16:46,101,98,101,587,588,615
P1,15:16:47,100,95,101,594,593,632
P1,15:16:48,100,96,100,587,612,623
P1,15:16:49,100,96,100,611,1717,624
P1,15:16:50,100,95,100,601,2270,634
P1,15:16:51,100,93,100,589,2823,642
P1,15:16:52,101,91,100,563,1092,662
P1,15:16:53,104,94,101,543,572,635
P1,15:16:54,105,91,101,547,659,661
P1,15:16:55,106,91,101,571,671,658
P1,15:16:56,105,89,101,758,671,672
P1,15:16:57,100,87,100,715,618,688
P1,15:16:58,96,85,99,672,594,705
P1,15:16:59,95,86,99,619,1139,701
P1,15:17:00,96,89,99,596,1684,673
P1,15:17:01,99,89,102,560,535,675
P1,15:17:02,101,88,103,537,677,683
P1,15:17:03,105,87,103,535,668,689
P1,15:17:04,106,91,103,678,623,658
P1,15:17:05,108,91,103,667,1204,657
P1,15:17:06,104,91,103,624,595,657
P1,15:17:07,103,95,102,609,585,631
P1,15:17:08,102,99,103,595,576,609
P1,15:17:09,102,85,103,585,2889,710
P1,15:17:10,103,90,103,565,4046,667
P1,15:17:11,105,94,103,545,4624,635
P1,15:17:12,107,90,103,518,4913,666
P1,15:17:13,111,87,103,506,5203,693
P1,15:17:14,114,89,103,500,3376,672
P1,15:17:15,116,89,103,505,1549,668
P1,15:17:16,116,90,105,513,547,664
P1,15:17:17,116,91,105,542,1130,660
P1,15:17:18,114,93,105,548,566,643
P1,15:17:19,112,88,104,575,578,678
P1,15:17:20,110,84,104,565,1178,714
P1,15:17:21,109,92,103,587,584,654
P1,15:17:22,106,94,103,591,1816,641
P1,15:17:23,105,91,103,590,597,662
P1,15:17:24,104,90,102,613,624,670
P1,15:17:25,102,90,102,596,1208,665
P1,15:17:26,101,90,101,652,590,667
P1,15:17:27,99,88,101,624,604,681
P1,15:17:28,99,90,101,590,1202,668
P1,15:17:29,100,102,101,603,585,589
P1,15:17:30,100,105,101,597,610,573
P1,15:17:31,100,102,100,591,1229,589
P1,15:17:32,101,100,100,585,613,601
P1,15:17:33,99,102,99,611,618,591
P1,15:17:34,100,101,99,613,599,597
P1,15:17:35,99,98,99,631,1421,610
P1,15:17:36,98,98,99,599,2283,610
P1,15:17:37,99,98,99,576,2212,610
P1,15:17:38,102,96,99,542,2142,622
P1,15:17:39,106,97,99,526,585,621
P1,15:17:40,107,94,99,549,660,637
P1,15:17:41,108,82,99,586,737,733
P1,15:17:42,103,87,98,659,670,689
P1,15:17:43,95,95,97,739,626,631
P1,15:17:44,92,94,97,670,1663,639
P1,15:17:45,92,96,97,627,2182,625
P1,15:17:46,95,93,97,559,2701,647
P1,15:17:47,104,94,97,514,4859,639
P1,15:17:48,109,95,97,511,2158,632
P1,15:17:49,110,96,97,533,582,622
P1,15:17:50,111,97,96,543,664,618
P1,15:17:51,111,98,95,562,1879,614
P1,15:17:52,111,91,95,581,1215,658
P1,15:17:53,102,85,97,621,575,702
P1,15:17:54,101,90,100,573,532,666
P1,15:17:55,102,96,103,553,527,625
P1,15:17:56,104,93,103,533,2273,644
P1,15:17:57,109,89,103,540,1424,676
P1,15:17:58,109,85,103,552,575,709
P1,15:17:59,109,94,103,565,596,637
P1,15:18:00,106,98,102,581,580,615
P1,15:18:01,105,92,103,596,580,650
P1,15:18:02,104,94,103,579,1155,639
P1,15:18:03,104,101,103,581,573,594
P1,15:18:04,104,100,103,572,580,603
P1,15:18:05,104,99,103,572,556,604
P1,15:18:06,104,98,104,572,1137,614
P1,15:18:07,104,99,104,566,573,606
P1,15:18:08,105,88,104,561,582,678
P1,15:18:09,105,81,104,571,1251,743
P1,15:18:10,104,97,103,583,587,620
P1,15:18:11,104,95,103,632,881,630
P1,15:18:12,102,94,103,588,1175,635
P1,15:18:13,102,95,103,585,1157,629
P1,15:18:14,102,97,103,583,571,619
P1,15:18:15,103,105,103,581,584,573
P1,15:18:16,103,119,103,570,1460,505
P1,15:18:17,103,100,103,584,2336,603
P1,15:18:18,103,98,103,583,575,612
P1,15:18:19,103,100,103,581,1251,599
P1,15:18:20,103,116,102,579,608,518
P1,15:18:21,102,98,102,605,613,615
P1,15:18:22,102,96,101,632,1469,627
P1,15:18:23,99,96,101,627,2325,626
P1,15:18:24,99,96,101,578,583,626
P1,15:18:25,100,96,100,573,611,626
P1,15:18:26,102,93,100,581,1234,646
P1,15:18:27,102,91,100,613,1857,660
P1,15:18:28,100,91,100,628,614,661
P1,15:18:29,99,91,100,606,608,662
P1,15:18:30,99,91,100,609,1709,656
P1,15:18:31,99,92,100,595,4520,649
P1,15:18:32,99,105,100,579,2811,574
P1,15:18:33,100,127,100,564,573,471
P1,15:18:34,104,97,100,550,610,621
P1,15:18:35,105,97,99,573,626,618
P1,15:18:36,105,112,98,638,601,535
P1,15:18:37,101,83,99,626,596,720
P1,15:18:38,100,87,100,600,551,690
P1,15:18:39,101,84,102,573,559,713
P1,15:18:40,102,86,103,551,572,695
P1,15:18:41,104,89,102,560,616,677
P1,15:18:42,105,82,101,572,607,728
P1,15:18:43,104,86,101,616,606,694
P1,15:18:44,102,90,101,607,1221,664
P1,15:18:45,101,92,100,606,591,652
P1,15:18:46,101,93,100,606,585,647
P1,15:18:47,100,92,100,590,1784,649
P1,15:18:48,101,96,100,589,589,625
P1,15:18:49,101,97,100,589,1241,619
P1,15:18:50,101,97,100,589,1894,618
P1,15:18:51,100,97,100,611,619,618
P1,15:18:52,99,98,99,631,652,615
P1,15:18:53,98,105,98,619,1248,570
P1,15:18:54,97,98,98,631,605,610
P1,15:18:55,96,96,98,614,899,628
P1,15:18:56,97,93,99,606,1193,642
P1,15:18:57,98,95,99,591,1207,634
P1,15:18:58,99,100,99,586,1221,602
P1,15:18:59,99,101,99,622,608,594
P1,15:19:00,99,97,99,596,1221,619
P1,15:19:01,99,98,99,609,594,614
P1,15:19:02,99,98,99,601,1182,610
P1,15:19:03,99,100,100,598,572,601
P1,15:19:04,100,108,101,598,570,557
P1,15:19:05,101,107,101,571,1484,561
P1,15:19:06,102,101,101,568,2398,595
P1,15:19:07,103,103,100,626,616,583
P1,15:19:08,101,103,99,610,1291,585
P1,15:19:09,100,99,99,647,1966,608
P1,15:19:10,97,97,99,690,616,618
P2,18:05:35,63,62,67,952,1000,902
P2,18:05:36,63,62,67,976,940,902
P2,18:05:37,63,62,67,1000,927,902
P2,18:05:38,63,62,66,939,952,908
P2,18:05:39,62,62,65,928,1000,921
P2,18:05:40,63,62,62,952,980,974
P2,18:05:41,63,61,61,1000,1022,984
P2,18:05:42,63,61,60,981,1020,994
P2,18:05:43,62,61,62,1023,965,970
P2,18:05:44,62,61,64,1019,970,942
P2,18:05:45,62,61,64,964,984,944
P2,18:05:46,62,61,63,970,1000,947
P2,18:05:47,62,61,63,985,917,943
P2,18:05:48,62,62,64,1000,941,939
P2,18:05:49,62,62,64,919,965,934
P2,18:05:50,62,62,61,917,1011,983
P2,18:05:51,62,61,59,941,984,1012
P2,18:05:52,62,62,59,965,957,1018
P2,18:05:53,62,61,60,1010,999,996
P2,18:05:54,62,61,61,957,969,976
P2,18:05:55,62,62,62,982,940,966
P2,18:05:56,62,62,63,998,942,958
P2,18:05:57,62,62,63,940,944,949
P2,18:05:58,62,62,64,940,910,942
P2,18:05:59,62,63,64,944,936,942
P2,18:06:00,62,62,63,910,974,946
P2,18:06:01,63,62,63,936,957,947
P2,18:06:02,63,63,63,974,917,946
P2,18:06:03,63,63,63,956,938,945
P2,18:06:04,63,62,63,918,968,948
P2,18:06:05,63,62,63,938,983,949
P2,18:06:06,63,63,64,969,875,938
P2,18:06:07,63,63,65,982,898,919
P2,18:06:08,63,64,65,902,927,920
P2,18:06:09,63,64,66,875,966,915
P2,18:06:10,63,64,67,898,818,897
P2,18:06:11,64,64,69,927,768,873
P2,18:06:12,64,64,70,892,875,853
P2,18:06:13,64,64,68,818,959,884
P2,18:06:14,65,64,65,875,1069,920
P2,18:06:15,66,64,61,959,1073,991
P2,18:06:16,66,64,58,1069,997,1039
P2,18:06:17,66,63,56,1073,1028,1081
P2,18:06:18,65,62,57,997,1031,1047
P2,18:06:19,64,62,59,1028,1012,1013
P2,18:06:20,63,62,60,1030,947,998
P2,18:06:21,63,62,62,1012,917,970
P2,18:06:22,63,63,64,949,889,942
P2,18:06:23,62,64,67,916,860,897
P2,18:06:24,63,65,70,849,942,860
P2,18:06:25,63,64,66,860,1035,910
P2,18:06:26,64,63,64,878,978,938
P2,18:06:27,64,63,61,942,1006,981
P2,18:06:28,64,63,60,1035,1014,999
P2,18:06:29,64,62,59,977,968,1010
P2,18:06:30,64,62,60,1006,958,987
P2,18:06:31,63,62,62,1014,992,965
P2,18:06:32,63,62,65,991,959,929
P2,18:06:33,63,62,65,968,938,930
P2,18:06:34,63,62,65,992,897,925
P2,18:06:35,62,63,66,959,850,906
P2,18:06:36,63,65,68,897,802,887
P2,18:06:37,63,65,67,851,962,897
P2,18:06:38,63,65,63,802,947,957
P2,18:06:39,64,64,61,895,935,979
P2,18:06:40,65,64,62,961,828,975
P2,18:06:41,65,65,63,946,877,952
P2,18:06:42,65,66,65,935,926,920
P2,18:06:43,65,66,64,828,1036,939
P2,18:06:44,65,66,62,877,1054,957
P2,18:06:45,66,64,61,926,987,976
P2,18:06:46,66,64,62,1036,998,967
P2,18:06:47,65,63,61,1054,995,979
P2,18:06:48,64,63,66,986,958,903
P2,18:06:49,64,63,65,999,882,918
P2,18:06:50,63,63,64,958,775,934
P2,18:06:51,63,64,65,880,859,928
P2,18:06:52,63,65,68,775,895,880
P2,18:06:53,64,65,67,828,901,900
P2,18:06:54,65,65,65,859,968,917
P2,18:06:55,66,65,64,894,994,932
P2,18:06:56,66,64,64,902,947,940
P2,18:06:57,66,64,63,936,933,947
P2,18:06:58,66,64,63,969,954,952
P2,18:06:59,66,63,63,946,1003,957
P2,18:07:00,65,63,63,933,955,959
P2,18:07:01,65,64,63,1003,902,955
P2,18:07:02,65,63,63,954,955,949
P2,18:07:03,64,63,64,902,948,941
P2,18:07:04,64,64,63,928,881,945
P2,18:07:05,64,64,63,955,943,949
P2,18:07:06,64,63,57,881,1044,1048
P2,18:07:07,64,62,55,943,1087,1077
P2,18:07:08,64,61,54,1044,1033,1092
P2,18:07:09,64,61,54,1086,1070,1107
P2,18:07:10,63,60,55,1033,1057,1085
P2,18:07:11,63,60,58,1070,1003,1031
P2,18:07:12,62,60,59,1057,975,1014
P2,18:07:13,61,60,59,1002,986,1010
P2,18:07:14,61,60,60,975,965,1000
P2,18:07:15,61,61,61,987,923,985
P2,18:07:16,61,61,61,965,958,976
P2,18:07:17,61,61,62,923,943,962
P2,18:07:18,61,62,63,958,951,945
P2,18:07:19,62,62,63,943,981,940
P2,18:07:20,62,62,64,907,956,936
P2,18:07:21,62,62,68,929,868,885
P2,18:07:22,62,63,68,952,902,882
P2,18:07:23,62,64,68,956,834,880
P2,18:07:24,62,64,66,868,926,910
P2,18:07:25,63,64,64,902,994,939
P2,18:07:26,63,63,63,835,1029,954
P2,18:07:27,64,63,62,926,964,968
P2,18:07:28,64,62,61,1011,1029,977
P2,18:07:29,64,61,60,1029,1054,997
P2,18:07:30,64,61,59,997,976,1014
P2,18:07:31,63,61,59,965,1002,1023
P2,18:07:32,63,61,60,1054,960,1000
P2,18:07:33,62,62,61,976,862,983
P2,18:07:34,62,63,62,960,895,966
P2,18:07:35,62,63,67,911,916,893
P2,18:07:36,62,63,77,862,928,781
P2,18:07:37,63,65,78,917,762,770
P2,18:07:38,63,66,68,927,750,883
P2,18:07:39,64,67,68,763,837,877
P2,18:07:40,65,67,68,750,926,883
P2,18:07:41,67,66,68,837,955,883
P2,18:07:42,67,66,71,926,978,848
P2,18:07:43,68,65,72,955,985,834
P2,18:07:44,67,66,72,977,884,827
P2,18:07:45,67,66,73,985,892,821
P2,18:07:46,66,66,68,864,899,886
P2,18:07:47,66,67,82,884,860,735
P2,18:07:48,66,66,71,830,925,847
P2,18:07:49,67,66,73,861,931,819
P2,18:07:50,67,67,72,925,844,831
P2,18:07:51,67,67,71,928,842,843
P2,18:07:52,67,68,74,931,840,816
P2,18:07:53,67,69,77,859,804,775
P2,18:07:54,68,69,82,803,823,730
P2,18:07:55,68,69,69,805,889,871
P2,18:07:56,69,69,66,822,879,903
P2,18:07:57,69,69,69,889,828,874
P2,18:07:58,69,69,72,899,815,833
P2,18:07:59,69,70,74,879,782,809
P2,18:08:00,69,72,79,815,741,757
P2,18:08:01,70,72,86,783,873,700
P2,18:08:02,70,72,67,740,958,893
P2,18:08:03,71,72,62,788,998,967
P2,18:08:04,72,70,61,873,999,983
P2,18:08:05,72,69,60,958,963,999
P2,18:08:06,71,68,63,997,905,948
P2,18:08:07,70,67,63,999,902,946
P2,18:08:08,68,67,63,962,925,948
P2,18:08:09,68,66,62,902,989,964
P2,18:08:10,68,66,65,925,972,925
P2,18:08:11,68,65,68,957,942,886
P2,18:08:12,68,65,67,989,893,896
P2,18:08:13,67,66,63,942,857,957
P2,18:08:14,66,66,63,892,846,954
P2,18:08:15,66,67,63,846,868,954
P2,18:08:16,66,67,69,857,943,872
P2,18:08:17,67,67,65,846,1002,919
